location_type,country,state,location_name,quarter,from_date,to_date,transaction_category,payment_type,transaction_count,transaction_amount,transaction_amount_crores,avg_transaction_value
state,India,Jharkhand,Jharkhand,Q3 2020,01/07/20,28/09/20,Others,TOTAL,87322,50036637.65,5.003663765,573.0129596
state,India,Jharkhand,Jharkhand,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,17120664,60733288288,6073.328829,3547.367572
state,India,Jharkhand,Jharkhand,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,14168381,9347677564,934.7677564,659.7562251
state,India,Jharkhand,Jharkhand,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,7945996,2582828439,258.2828439,325.0477899
state,India,Jharkhand,Jharkhand,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,60989,63947540,6.394754,1048.509403
state,India,Jharkhand,Jharkhand,Q4 2020,01/10/20,28/12/20,Others,TOTAL,135603,77432999.36,7.743299936,571.0271849
state,India,Jharkhand,Jharkhand,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,19151083,69198235577,6919.823558,3613.280543
state,India,Jharkhand,Jharkhand,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,17489113,11545580927,1154.558093,660.1581754
state,India,Jharkhand,Jharkhand,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,7826608,2888409672,288.8409672,369.0499987
state,India,Jharkhand,Jharkhand,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,50526,54836609.33,5.483660933,1085.314676
state,India,Jharkhand,Jharkhand,Q1 2021,01/01/21,28/03/21,Others,TOTAL,104333,62290337.7,6.22903377,597.0338982
state,India,Jharkhand,Jharkhand,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,24184568,86037113965,8603.711397,3557.521225
state,India,Jharkhand,Jharkhand,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,19041292,14731458451,1473.145845,773.6585549
state,India,Jharkhand,Jharkhand,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,10583445,3531023352,353.1023352,333.6364816
state,India,Jharkhand,Jharkhand,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,54379,57959229.95,5.795922995,1065.838466
state,India,Jharkhand,Jharkhand,Q2 2021,01/04/21,28/06/21,Others,TOTAL,138461,75088312.27,7.508831227,542.3065864
state,India,Jharkhand,Jharkhand,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,30113326,97742557032,9774.255703,3245.824026
state,India,Jharkhand,Jharkhand,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,29687162,19954619973,1995.461997,672.1632729
state,India,Jharkhand,Jharkhand,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,10742405,4029136912,402.9136912,375.0684239
state,India,Jharkhand,Jharkhand,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,51289,65035270.31,6.503527031,1268.015955
state,India,Jharkhand,Jharkhand,Q3 2021,01/07/21,28/09/21,Others,TOTAL,201520,99665931.84,9.966593184,494.5709202
state,India,Jharkhand,Jharkhand,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,45007900,30397134744,3039.713474,675.3733177
state,India,Jharkhand,Jharkhand,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,39476282,1.30462E+11,13046.16751,3304.811611
state,India,Jharkhand,Jharkhand,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,11173974,4920513758,492.0513758,440.3548601
state,India,Jharkhand,Jharkhand,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,72802,82938673.41,8.293867341,1139.236194
state,India,Jharkhand,Jharkhand,Q4 2021,01/10/21,28/12/21,Others,TOTAL,278084,154856720.6,15.48567206,556.8703002
state,India,Jharkhand,Jharkhand,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,53218047,35404682303,3540.46823,665.275866
state,India,Jharkhand,Jharkhand,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,45881799,1.53327E+11,15332.73367,3341.789991
state,India,Jharkhand,Jharkhand,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,11502811,5765898872,576.5898872,501.2599852
state,India,Jharkhand,Jharkhand,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,67502,72095750.38,7.209575038,1068.053545
state,India,Jharkhand,Jharkhand,Q1 2022,01/01/22,28/03/22,Others,TOTAL,241051,130193505.4,13.01935054,540.1077173
state,India,Jharkhand,Jharkhand,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,67435024,44149892984,4414.989298,654.7027103
state,India,Jharkhand,Jharkhand,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,52086790,1.75209E+11,17520.88992,3363.787617
state,India,Jharkhand,Jharkhand,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,13145888,6119623547,611.9623547,465.5161787
state,India,Jharkhand,Jharkhand,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,50361,53281830.62,5.328183062,1057.997868
state,India,Jharkhand,Jharkhand,Q2 2022,01/04/22,28/06/22,Others,TOTAL,207212,104530269,10.4530269,504.4604996
state,India,Jharkhand,Jharkhand,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,74816586,45850919744,4585.091974,612.8443196
state,India,Jharkhand,Jharkhand,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,57285937,1.76549E+11,17654.94663,3081.898901
state,India,Jharkhand,Jharkhand,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,14462031,6838978157,683.8978157,472.8919581
state,India,Jharkhand,Jharkhand,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,68467,69016067.83,6.901606783,1008.019452
state,India,Jharkhand,Jharkhand,Q3 2022,01/07/22,28/09/22,Others,TOTAL,182311,104503812.7,10.45038127,573.2172645
state,India,Jharkhand,Jharkhand,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,91863987,57173653532,5717.365353,622.3728732
state,India,Jharkhand,Jharkhand,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,68045210,2.12954E+11,21295.36504,3129.590612
state,India,Jharkhand,Jharkhand,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,15110623,7625380765,762.5380765,504.6370865
state,India,Jharkhand,Jharkhand,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,81074,89276259.67,8.927625967,1101.170038
state,India,Jharkhand,Jharkhand,Q4 2022,01/10/22,28/12/22,Others,TOTAL,199198,129776494.9,12.97764949,651.4949693
state,India,Jharkhand,Jharkhand,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,126431470,72343574616,7234.357462,572.1959463
state,India,Jharkhand,Jharkhand,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,91879570,2.83549E+11,28354.85451,3086.089161
state,India,Jharkhand,Jharkhand,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,21800176,11236559383,1123.655938,515.4343425
state,India,Jharkhand,Jharkhand,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,99366,97678666,9.7678666,983.0190005
state,India,Jharkhand,Jharkhand,Q1 2023,01/01/23,28/03/23,Others,TOTAL,247521,144978282,14.4978282,585.7211388
state,India,Jharkhand,Jharkhand,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,156552949,85510419374,8551.041937,546.2076564
state,India,Jharkhand,Jharkhand,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,107475200,3.24261E+11,32426.06789,3017.07444
state,India,Jharkhand,Jharkhand,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,24866991,12206164188,1220.616419,490.8581094
state,India,Jharkhand,Jharkhand,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,101922,101245470,10.124547,993.362277
state,India,Jharkhand,Jharkhand,Q2 2023,01/04/23,28/06/23,Others,TOTAL,236831,136219578,13.6219578,575.1762987
state,India,Jharkhand,Jharkhand,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,176986470,87850272164,8785.027216,496.3671639
state,India,Jharkhand,Jharkhand,Q3 2023,01/07/23,28/09/23,Peer-to-peer payments,TOTAL,116215262,3.17385E+11,31738.51013,2731.010504
state,India,Jharkhand,Jharkhand,Q3 2023,01/07/23,28/09/23,Recharge & bill payments,TOTAL,24694215,12857936385,1285.793639,520.6861763
state,India,Jharkhand,Jharkhand,Q3 2023,01/07/23,28/09/23,Financial Services,TOTAL,126439,166648089,16.6648089,1318.011761
state,India,Jharkhand,Jharkhand,Q3 2023,01/07/23,28/09/23,Others,TOTAL,215040,124466121,12.4466121,578.8045061
state,India,Jharkhand,Jharkhand,Q4 2023,01/10/23,28/12/23,Merchant payments,TOTAL,210139266,1.07902E+11,10790.22519,513.479722
state,India,Jharkhand,Jharkhand,Q4 2023,01/10/23,28/12/23,Peer-to-peer payments,TOTAL,138921302,3.75782E+11,37578.20507,2704.999488
state,India,Jharkhand,Jharkhand,Q4 2023,01/10/23,28/12/23,Recharge & bill payments,TOTAL,25084140,14700179395,1470.01794,586.034817
state,India,Jharkhand,Jharkhand,Q4 2023,01/10/23,28/12/23,Financial Services,TOTAL,157092,207103239,20.7103239,1318.356371
state,India,Jharkhand,Jharkhand,Q4 2023,01/10/23,28/12/23,Others,TOTAL,236562,128519675,12.8519675,543.2811483
state,India,Jharkhand,Jharkhand,Q1 2024,01/01/24,28/03/24,Merchant payments,TOTAL,240943119,1.22974E+11,12297.36059,510.384386
state,India,Jharkhand,Jharkhand,Q1 2024,01/01/24,28/03/24,Peer-to-peer payments,TOTAL,157370906,4.2004E+11,42004.04418,2669.111162
state,India,Jharkhand,Jharkhand,Q1 2024,01/01/24,28/03/24,Recharge & bill payments,TOTAL,28096898,16341675108,1634.167511,581.61848
state,India,Jharkhand,Jharkhand,Q1 2024,01/01/24,28/03/24,Financial Services,TOTAL,146719,249733168,24.9733168,1702.118799
state,India,Jharkhand,Jharkhand,Q1 2024,01/01/24,28/03/24,Others,TOTAL,201453,114781132,11.4781132,569.7663078
state,India,Jharkhand,Jharkhand,Q2 2024,01/04/24,28/06/24,Merchant payments,TOTAL,292972037,1.43913E+11,14391.2882,491.2171258
state,India,Jharkhand,Jharkhand,Q2 2024,01/04/24,28/06/24,Peer-to-peer payments,TOTAL,175846356,4.58805E+11,45880.52913,2609.125954
state,India,Jharkhand,Jharkhand,Q2 2024,01/04/24,28/06/24,Recharge & bill payments,TOTAL,30493851,16999992739,1699.999274,557.4892046
state,India,Jharkhand,Jharkhand,Q2 2024,01/04/24,28/06/24,Financial Services,TOTAL,173960,269689641,26.9689641,1550.296856
state,India,Jharkhand,Jharkhand,Q2 2024,01/04/24,28/06/24,Others,TOTAL,199667,128066838,12.8066838,641.4021245
state,India,Jharkhand,Jharkhand,Q3 2024,01/07/24,28/09/24,Merchant payments,TOTAL,308078784,1.44013E+11,14401.28404,467.4545858
state,India,Jharkhand,Jharkhand,Q3 2024,01/07/24,28/09/24,Peer-to-peer payments,TOTAL,185983240,4.47317E+11,44731.66733,2405.145073
state,India,Jharkhand,Jharkhand,Q3 2024,01/07/24,28/09/24,Recharge & bill payments,TOTAL,28125714,18109397263,1810.939726,643.8733347
state,India,Jharkhand,Jharkhand,Q3 2024,01/07/24,28/09/24,Financial Services,TOTAL,227984,354292146,35.4292146,1554.021975
state,India,Jharkhand,Jharkhand,Q3 2024,01/07/24,28/09/24,Others,TOTAL,160161,116337518,11.6337518,726.3785691
state,India,Jharkhand,Jharkhand,Q4 2024,01/10/24,28/12/24,Merchant payments,TOTAL,346886286,1.68141E+11,16814.05344,484.7136979
state,India,Jharkhand,Jharkhand,Q4 2024,01/10/24,28/12/24,Peer-to-peer payments,TOTAL,211165735,5.1615E+11,51614.98212,2444.287759
state,India,Jharkhand,Jharkhand,Q4 2024,01/10/24,28/12/24,Recharge & bill payments,TOTAL,28025030,19206954971,1920.695497,685.3500236
state,India,Jharkhand,Jharkhand,Q4 2024,01/10/24,28/12/24,Financial Services,TOTAL,670523,377570884,37.7570884,563.0990794
state,India,Jharkhand,Jharkhand,Q4 2024,01/10/24,28/12/24,Others,TOTAL,157112,135619534,13.5619534,863.2028998
state,India,Karnataka,Karnataka,Q1 2018,01/01/18,28/03/18,Recharge & bill payments,TOTAL,5785292,1496816542,149.6816542,258.7279159
state,India,Karnataka,Karnataka,Q1 2018,01/01/18,28/03/18,Peer-to-peer payments,TOTAL,4456528,16522277460,1652.227746,3707.432661
state,India,Karnataka,Karnataka,Q1 2018,01/01/18,28/03/18,Merchant payments,TOTAL,1089627,696586489.3,69.65864893,639.2889395
state,India,Karnataka,Karnataka,Q1 2018,01/01/18,28/03/18,Financial Services,TOTAL,159848,52664837.41,5.266483741,329.4682286
state,India,Karnataka,Karnataka,Q1 2018,01/01/18,28/03/18,Others,TOTAL,525604,449549985.2,44.95499852,855.3016819
state,India,Karnataka,Karnataka,Q2 2018,01/04/18,28/06/18,Recharge & bill payments,TOTAL,7391926,2435924808,243.5924808,329.5385814
state,India,Karnataka,Karnataka,Q2 2018,01/04/18,28/06/18,Peer-to-peer payments,TOTAL,7164836,29135024501,2913.50245,4066.390982
state,India,Karnataka,Karnataka,Q2 2018,01/04/18,28/06/18,Merchant payments,TOTAL,1874383,1361967205,136.1967205,726.6216162
state,India,Karnataka,Karnataka,Q2 2018,01/04/18,28/06/18,Financial Services,TOTAL,194363,93244737.61,9.324473761,479.7453096
state,India,Karnataka,Karnataka,Q2 2018,01/04/18,28/06/18,Others,TOTAL,490939,489418829.4,48.94188294,996.9035448
state,India,Karnataka,Karnataka,Q3 2018,01/07/18,28/09/18,Peer-to-peer payments,TOTAL,12863507,42819128165,4281.912817,3328.728951
state,India,Karnataka,Karnataka,Q3 2018,01/07/18,28/09/18,Recharge & bill payments,TOTAL,8674172,3019156590,301.915659,348.0627996
state,India,Karnataka,Karnataka,Q3 2018,01/07/18,28/09/18,Merchant payments,TOTAL,3638065,1879406581,187.9406581,516.5951077
state,India,Karnataka,Karnataka,Q3 2018,01/07/18,28/09/18,Financial Services,TOTAL,205740,50726023.4,5.07260234,246.5540167
state,India,Karnataka,Karnataka,Q3 2018,01/07/18,28/09/18,Others,TOTAL,598777,456674396.3,45.66743963,762.678587
state,India,Karnataka,Karnataka,Q4 2018,01/10/18,28/12/18,Peer-to-peer payments,TOTAL,20471744,63575342228,6357.534223,3105.516669
state,India,Karnataka,Karnataka,Q4 2018,01/10/18,28/12/18,Merchant payments,TOTAL,11812478,4751317555,475.1317555,402.2286903
state,India,Karnataka,Karnataka,Q4 2018,01/10/18,28/12/18,Recharge & bill payments,TOTAL,11426205,4030978295,403.0978295,352.7836491
state,India,Karnataka,Karnataka,Q4 2018,01/10/18,28/12/18,Financial Services,TOTAL,289353,71134704.79,7.113470479,245.8405643
state,India,Karnataka,Karnataka,Q4 2018,01/10/18,28/12/18,Others,TOTAL,812291,579613793.3,57.96137933,713.5543707
state,India,Karnataka,Karnataka,Q1 2019,01/01/19,28/03/19,Peer-to-peer payments,TOTAL,44049036,1.04118E+11,10411.84368,2363.693879
state,India,Karnataka,Karnataka,Q1 2019,01/01/19,28/03/19,Merchant payments,TOTAL,24491960,7076613844,707.6613844,288.9361996
state,India,Karnataka,Karnataka,Q1 2019,01/01/19,28/03/19,Recharge & bill payments,TOTAL,16981941,6217689430,621.768943,366.1353805
state,India,Karnataka,Karnataka,Q1 2019,01/01/19,28/03/19,Financial Services,TOTAL,293728,51023386.15,5.102338615,173.7096434
state,India,Karnataka,Karnataka,Q1 2019,01/01/19,28/03/19,Others,TOTAL,770944,512618725.8,51.26187258,664.923426
state,India,Karnataka,Karnataka,Q2 2019,01/04/19,28/06/19,Peer-to-peer payments,TOTAL,50033334,1.42911E+11,14291.07063,2856.30988
state,India,Karnataka,Karnataka,Q2 2019,01/04/19,28/06/19,Merchant payments,TOTAL,44848593,12338599109,1233.859911,275.1167491
state,India,Karnataka,Karnataka,Q2 2019,01/04/19,28/06/19,Recharge & bill payments,TOTAL,19283028,7745156563,774.5156563,401.656657
state,India,Karnataka,Karnataka,Q2 2019,01/04/19,28/06/19,Financial Services,TOTAL,140353,44871623.83,4.487162383,319.7054842
state,India,Karnataka,Karnataka,Q2 2019,01/04/19,28/06/19,Others,TOTAL,1096296,662690676.7,66.26906767,604.4815239
state,India,Karnataka,Karnataka,Q3 2019,01/07/19,28/09/19,Merchant payments,TOTAL,76924325,20375791902,2037.57919,264.880997
state,India,Karnataka,Karnataka,Q3 2019,01/07/19,28/09/19,Peer-to-peer payments,TOTAL,67784880,1.83163E+11,18316.33251,2702.126567
state,India,Karnataka,Karnataka,Q3 2019,01/07/19,28/09/19,Recharge & bill payments,TOTAL,24339891,10208179942,1020.817994,419.4012184
state,India,Karnataka,Karnataka,Q3 2019,01/07/19,28/09/19,Financial Services,TOTAL,189716,57194690.69,5.719469069,301.4753141
state,India,Karnataka,Karnataka,Q3 2019,01/07/19,28/09/19,Others,TOTAL,1494923,732228821.1,73.22288211,489.8103923
state,India,Karnataka,Karnataka,Q4 2019,01/10/19,28/12/19,Merchant payments,TOTAL,114044901,31602890836,3160.289084,277.1091961
state,India,Karnataka,Karnataka,Q4 2019,01/10/19,28/12/19,Peer-to-peer payments,TOTAL,93311589,2.50563E+11,25056.28644,2685.227709
state,India,Karnataka,Karnataka,Q4 2019,01/10/19,28/12/19,Recharge & bill payments,TOTAL,28862161,12183568521,1218.356852,422.1294629
state,India,Karnataka,Karnataka,Q4 2019,01/10/19,28/12/19,Financial Services,TOTAL,101937,51145982.18,5.114598218,501.7410968
state,India,Karnataka,Karnataka,Q4 2019,01/10/19,28/12/19,Others,TOTAL,1475664,646673755.4,64.66737554,438.2256092
state,India,Karnataka,Karnataka,Q1 2020,01/01/20,28/03/20,Merchant payments,TOTAL,132970737,40374401934,4037.440193,303.6337381
state,India,Karnataka,Karnataka,Q1 2020,01/01/20,28/03/20,Peer-to-peer payments,TOTAL,100868460,2.97635E+11,29763.53016,2950.727131
state,India,Karnataka,Karnataka,Q1 2020,01/01/20,28/03/20,Recharge & bill payments,TOTAL,35854971,14724886028,1472.488603,410.6790667
state,India,Karnataka,Karnataka,Q1 2020,01/01/20,28/03/20,Financial Services,TOTAL,93648,110130184.7,11.01301847,1176.00146
state,India,Karnataka,Karnataka,Q1 2020,01/01/20,28/03/20,Others,TOTAL,1246074,557335296.8,55.73352968,447.2730326
state,India,Karnataka,Karnataka,Q2 2020,01/04/20,28/06/20,Merchant payments,TOTAL,87251639,38463881234,3846.388123,440.8384951
state,India,Karnataka,Karnataka,Q2 2020,01/04/20,28/06/20,Peer-to-peer payments,TOTAL,82118363,2.65767E+11,26576.72075,3236.391932
state,India,Karnataka,Karnataka,Q2 2020,01/04/20,28/06/20,Recharge & bill payments,TOTAL,43290272,16434890228,1643.489023,379.6439585
state,India,Karnataka,Karnataka,Q2 2020,01/04/20,28/06/20,Financial Services,TOTAL,161560,246367207.1,24.63672071,1524.927006
state,India,Karnataka,Karnataka,Q2 2020,01/04/20,28/06/20,Others,TOTAL,399878,192530880.2,19.25308802,481.47405
state,India,Karnataka,Karnataka,Q3 2020,01/07/20,28/09/20,Merchant payments,TOTAL,137206600,60769881812,6076.988181,442.9078617
state,India,Karnataka,Karnataka,Q3 2020,01/07/20,28/09/20,Peer-to-peer payments,TOTAL,119241776,3.90432E+11,39043.23748,3274.291846
state,India,Karnataka,Karnataka,Q3 2020,01/07/20,28/09/20,Recharge & bill payments,TOTAL,43139631,18911088811,1891.108881,438.369276
state,India,Karnataka,Karnataka,Q3 2020,01/07/20,28/09/20,Financial Services,TOTAL,251980,358426106,35.8426106,1422.438709
state,India,Karnataka,Karnataka,Q3 2020,01/07/20,28/09/20,Others,TOTAL,520544,268744139.7,26.87441397,516.2755496
state,India,Karnataka,Karnataka,Q4 2020,01/10/20,28/12/20,Merchant payments,TOTAL,215711211,97147239183,9714.723918,450.3578592
state,India,Karnataka,Karnataka,Q4 2020,01/10/20,28/12/20,Peer-to-peer payments,TOTAL,166981242,5.38341E+11,53834.09578,3223.960676
state,India,Karnataka,Karnataka,Q4 2020,01/10/20,28/12/20,Recharge & bill payments,TOTAL,47736461,21611671359,2161.167136,452.7288137
state,India,Karnataka,Karnataka,Q4 2020,01/10/20,28/12/20,Financial Services,TOTAL,284700,427966918.9,42.79669189,1503.22065
state,India,Karnataka,Karnataka,Q4 2020,01/10/20,28/12/20,Others,TOTAL,823370,508863332.4,50.88633324,618.0251071
state,India,Karnataka,Karnataka,Q1 2021,01/01/21,28/03/21,Merchant payments,TOTAL,279599017,1.1796E+11,11795.96907,421.8887891
state,India,Karnataka,Karnataka,Q1 2021,01/01/21,28/03/21,Peer-to-peer payments,TOTAL,190894164,6.10937E+11,61093.70027,3200.396439
state,India,Karnataka,Karnataka,Q1 2021,01/01/21,28/03/21,Recharge & bill payments,TOTAL,52261651,25111731676,2511.173168,480.5001602
state,India,Karnataka,Karnataka,Q1 2021,01/01/21,28/03/21,Financial Services,TOTAL,297710,475815041.8,47.58150418,1598.250115
state,India,Karnataka,Karnataka,Q1 2021,01/01/21,28/03/21,Others,TOTAL,744950,511117233.2,51.11172332,686.1094479
state,India,Karnataka,Karnataka,Q2 2021,01/04/21,28/06/21,Merchant payments,TOTAL,244460862,1.24624E+11,12462.44179,509.7929252
state,India,Karnataka,Karnataka,Q2 2021,01/04/21,28/06/21,Peer-to-peer payments,TOTAL,216539959,6.84036E+11,68403.57482,3158.935429
state,India,Karnataka,Karnataka,Q2 2021,01/04/21,28/06/21,Recharge & bill payments,TOTAL,68599238,28272314719,2827.231472,412.1374456
state,India,Karnataka,Karnataka,Q2 2021,01/04/21,28/06/21,Financial Services,TOTAL,304779,456933674,45.6933674,1499.22952
state,India,Karnataka,Karnataka,Q2 2021,01/04/21,28/06/21,Others,TOTAL,744208,497736717.5,49.77367175,668.8139841
state,India,Karnataka,Karnataka,Q3 2021,01/07/21,28/09/21,Merchant payments,TOTAL,391381353,1.90563E+11,19056.34238,486.899599
state,India,Karnataka,Karnataka,Q3 2021,01/07/21,28/09/21,Peer-to-peer payments,TOTAL,288462867,9.08139E+11,90813.86274,3148.199409
state,India,Karnataka,Karnataka,Q3 2021,01/07/21,28/09/21,Recharge & bill payments,TOTAL,72168311,33386709061,3338.670906,462.6228409
state,India,Karnataka,Karnataka,Q3 2021,01/07/21,28/09/21,Financial Services,TOTAL,286685,508051800.9,50.80518009,1772.160388
state,India,Karnataka,Karnataka,Q3 2021,01/07/21,28/09/21,Others,TOTAL,997323,637927036.9,63.79270369,639.6393514
state,India,Karnataka,Karnataka,Q4 2021,01/10/21,28/12/21,Merchant payments,TOTAL,503210623,2.43755E+11,24375.45365,484.3986302
state,India,Karnataka,Karnataka,Q4 2021,01/10/21,28/12/21,Peer-to-peer payments,TOTAL,350032663,1.09095E+12,109095.1588,3116.713676
state,India,Karnataka,Karnataka,Q4 2021,01/10/21,28/12/21,Recharge & bill payments,TOTAL,76826701,39294350717,3929.435072,511.4673701
state,India,Karnataka,Karnataka,Q4 2021,01/10/21,28/12/21,Financial Services,TOTAL,365769,574240588.2,57.42405882,1569.954228
state,India,Karnataka,Karnataka,Q4 2021,01/10/21,28/12/21,Others,TOTAL,1289682,896608692.1,89.66086921,695.2168768
state,India,Karnataka,Karnataka,Q1 2022,01/01/22,28/03/22,Merchant payments,TOTAL,588543313,2.7811E+11,27810.96509,472.53897
state,India,Karnataka,Karnataka,Q1 2022,01/01/22,28/03/22,Peer-to-peer payments,TOTAL,389491586,1.2432E+12,124319.9329,3191.851567
state,India,Karnataka,Karnataka,Q1 2022,01/01/22,28/03/22,Recharge & bill payments,TOTAL,78206453,43891305257,4389.130526,561.2235765
state,India,Karnataka,Karnataka,Q1 2022,01/01/22,28/03/22,Financial Services,TOTAL,384922,624857963.4,62.48579634,1623.336581
state,India,Karnataka,Karnataka,Q1 2022,01/01/22,28/03/22,Others,TOTAL,1229133,824344937.1,82.43449371,670.6718777
state,India,Karnataka,Karnataka,Q2 2022,01/04/22,28/06/22,Merchant payments,TOTAL,735295388,3.58016E+11,35801.62896,486.9013126
state,India,Karnataka,Karnataka,Q2 2022,01/04/22,28/06/22,Peer-to-peer payments,TOTAL,449723751,1.45733E+12,145733.0279,3240.501031
state,India,Karnataka,Karnataka,Q2 2022,01/04/22,28/06/22,Recharge & bill payments,TOTAL,91137091,50583781089,5058.378109,555.0295772
state,India,Karnataka,Karnataka,Q2 2022,01/04/22,28/06/22,Financial Services,TOTAL,351688,545330283.2,54.53302832,1550.608162
state,India,Karnataka,Karnataka,Q2 2022,01/04/22,28/06/22,Others,TOTAL,941042,670434289.9,67.04342899,712.4382226
state,India,Karnataka,Karnataka,Q3 2022,01/07/22,28/09/22,Merchant payments,TOTAL,704609552,3.33606E+11,33360.64458,473.4628488
state,India,Karnataka,Karnataka,Q3 2022,01/07/22,28/09/22,Peer-to-peer payments,TOTAL,404084880,1.2826E+12,128260.4187,3174.095964
state,India,Karnataka,Karnataka,Q3 2022,01/07/22,28/09/22,Recharge & bill payments,TOTAL,79979546,48539011844,4853.901184,606.8928154
state,India,Karnataka,Karnataka,Q3 2022,01/07/22,28/09/22,Financial Services,TOTAL,361312,558132533.4,55.81325334,1544.738435
state,India,Karnataka,Karnataka,Q3 2022,01/07/22,28/09/22,Others,TOTAL,726038,610455785.7,61.04557857,840.8041807
state,India,Karnataka,Karnataka,Q4 2022,01/10/22,28/12/22,Merchant payments,TOTAL,830157371,3.80644E+11,38064.38353,458.5200934
state,India,Karnataka,Karnataka,Q4 2022,01/10/22,28/12/22,Peer-to-peer payments,TOTAL,460041715,1.46809E+12,146808.7524,3191.205223
state,India,Karnataka,Karnataka,Q4 2022,01/10/22,28/12/22,Recharge & bill payments,TOTAL,87517348,54445900607,5444.590061,622.1155217
state,India,Karnataka,Karnataka,Q4 2022,01/10/22,28/12/22,Financial Services,TOTAL,426795,650217624.1,65.02176241,1523.48932
state,India,Karnataka,Karnataka,Q4 2022,01/10/22,28/12/22,Others,TOTAL,767142,689145506.8,68.91455068,898.32848
state,India,Karnataka,Karnataka,Q1 2023,01/01/23,28/03/23,Merchant payments,TOTAL,1130908170,4.76184E+11,47618.39116,421.0632872
state,India,Karnataka,Karnataka,Q1 2023,01/01/23,28/03/23,Peer-to-peer payments,TOTAL,596731227,1.90885E+12,190884.9347,3198.842729
state,India,Karnataka,Karnataka,Q1 2023,01/01/23,28/03/23,Recharge & bill payments,TOTAL,115567496,83516906348,8351.690635,722.667785
state,India,Karnataka,Karnataka,Q1 2023,01/01/23,28/03/23,Financial Services,TOTAL,541652,829191703,82.9191703,1530.856903
state,India,Karnataka,Karnataka,Q1 2023,01/01/23,28/03/23,Others,TOTAL,948644,847870010,84.787001,893.7704871
state,India,Karnataka,Karnataka,Q2 2023,01/04/23,28/06/23,Merchant payments,TOTAL,1282439025,5.53947E+11,55394.71526,431.9481408
state,India,Karnataka,Karnataka,Q2 2023,01/04/23,28/06/23,Peer-to-peer payments,TOTAL,655334370,2.13166E+12,213166.16,3252.784681
state,India,Karnataka,Karnataka,Q2 2023,01/04/23,28/06/23,Recharge & bill payments,TOTAL,128708109,90352839418,9035.283942,701.9980335
state,India,Karnataka,Karnataka,Q2 2023,01/04/23,28/06/23,Financial Services,TOTAL,564180,870214613,87.0214613,1542.441442
state,India,Karnataka,Karnataka,Q2 2023,01/04/23,28/06/23,Others,TOTAL,821842,767292428,76.7292428,933.6252321
state,India,Karnataka,Karnataka,Q3 2023,01/07/23,28/09/23,Merchant payments,TOTAL,1502087676,6.20261E+11,62026.10831,412.9326756
